year,year_type,state_name,state_code,category,variable_id,variable_name,value,unit,confidence,original_value,original_unit,notes
1987,FY,Australia (National),AUS,price,price_farmgate_manufacturing,Farmgate price - manufacturing milk,19.3,cents_per_litre,high,19.3,cents_per_litre,
1987,FY,Australia (National),AUS,price,price_farmgate_market,Farmgate price - market milk,36.2,cents_per_litre,high,36.2,cents_per_litre,
1987,FY,Australia (National),AUS,production,prod_butter,Butter production,97541.0,tonnes,high,97.541,tonnes,
1987,FY,Australia (National),AUS,production,prod_cheese,Cheese production,176300.0,tonnes,high,176.3,tonnes,
1987,FY,Australia (National),AUS,production,prod_milk_total,Total milk production,6129.0,megalitres,high,6129.0,megalitres,
1987,CY,New South Wales,NSW,herd,herd_dairy_cattle,Dairy cattle numbers,422700.0,head,high,422700.0,head,
1987,FY,New South Wales,NSW,herd,herd_dairy_cows,Dairy cow numbers,259978.0,head,high,259.978,'000,
1987,CY,New South Wales,NSW,herd,herd_total_cattle,Total cattle numbers,4868000.0,head,high,4868000.0,head,
1987,FY,New South Wales,NSW,production,prod_milk_total,Total milk production,931.0,megalitres,high,931.0,ML,
1987,CY,Northern Territory,NT,herd,herd_dairy_cattle,Dairy cattle numbers,500.0,head,high,500.0,head,
1987,CY,Northern Territory,NT,herd,herd_total_cattle,Total cattle numbers,1439300.0,head,high,1439300.0,head,
1987,CY,Queensland,QLD,herd,herd_dairy_cattle,Dairy cattle numbers,336700.0,head,high,336700.0,head,
1987,FY,Queensland,QLD,herd,herd_dairy_cows,Dairy cow numbers,217602.0,head,high,217.602,'000,
1987,CY,Queensland,QLD,herd,herd_total_cattle,Total cattle numbers,9011500.0,head,high,9011500.0,head,
1987,FY,Queensland,QLD,production,prod_milk_total,Total milk production,614.0,megalitres,high,614.0,ML,
1987,CY,South Australia,SA,herd,herd_dairy_cattle,Dairy cattle numbers,156800.0,head,high,156800.0,head,
1987,FY,South Australia,SA,herd,herd_dairy_cows,Dairy cow numbers,99729.0,head,high,99.729,'000,
1987,CY,South Australia,SA,herd,herd_total_cattle,Total cattle numbers,911700.0,head,high,911700.0,head,
1987,FY,South Australia,SA,production,prod_milk_total,Total milk production,378.0,megalitres,high,378.0,ML,
1987,CY,Tasmania,TAS,herd,herd_dairy_cattle,Dairy cattle numbers,139500.0,head,high,139500.0,head,
1987,FY,Tasmania,TAS,herd,herd_dairy_cows,Dairy cow numbers,93561.0,head,high,93.561,'000,
1987,CY,Tasmania,TAS,herd,herd_total_cattle,Total cattle numbers,534800.0,head,high,534800.0,head,
1987,FY,Tasmania,TAS,production,prod_milk_total,Total milk production,306.0,megalitres,high,306.0,ML,
1987,CY,Victoria,VIC,herd,herd_dairy_cattle,Dairy cattle numbers,1464300.0,head,high,1464300.0,head,
1987,FY,Victoria,VIC,herd,herd_dairy_cows,Dairy cow numbers,976957.0,head,high,976.957,'000,
1987,CY,Victoria,VIC,herd,herd_total_cattle,Total cattle numbers,3478000.0,head,high,3478000.0,head,
1987,FY,Victoria,VIC,production,prod_milk_total,Total milk production,3649.0,megalitres,high,3649.0,ML,
1987,CY,Western Australia,WA,herd,herd_dairy_cattle,Dairy cattle numbers,118300.0,head,high,118300.0,head,
1987,FY,Western Australia,WA,herd,herd_dairy_cows,Dairy cow numbers,64968.99999999999,head,high,64.969,'000,
1987,CY,Western Australia,WA,herd,herd_total_cattle,Total cattle numbers,1659500.0,head,high,1659500.0,head,
1987,FY,Western Australia,WA,production,prod_milk_total,Total milk production,251.0,megalitres,high,251.0,ML,
1988,CY,Australian Capital Territory,ACT,herd,herd_dairy_cattle,Dairy cattle numbers,200.0,head,high,200.0,head,
1988,CY,Australian Capital Territory,ACT,herd,herd_total_cattle,Total cattle numbers,10800.0,head,high,10800.0,head,
1988,CY,Australia (National),AUS,herd,herd_dairy_cattle,Dairy cattle numbers,2580700.0,head,high,2580700.0,head,
1988,FY,Australia (National),AUS,herd,herd_dairy_cows,Dairy cow numbers,1709287.0,head,high,1709.287,head,
1988,CY,Australia (National),AUS,herd,herd_total_cattle,Total cattle numbers,21850800.0,head,high,21850800.0,head,
1988,FY,Australia (National),AUS,herd,herd_yield_per_cow,Yield per cow,3679.312,litres,high,3679.312,litres,
1988,FY,Australia (National),AUS,price,price_export_butter,Export butter price,197.0318,cents_per_kg,high,1970.318,cents_per_kg,
1988,FY,Australia (National),AUS,price,price_export_cheese,Export cheese price,299.2748,cents_per_kg,high,2992.748,cents_per_kg,
1988,FY,Australia (National),AUS,price,price_farmgate_avg,Average farmgate price,26.8,cents_per_litre,high,26.8,cents_per_litre,
1988,FY,Australia (National),AUS,price,price_farmgate_manufacturing,Farmgate price - manufacturing milk,22.7,cents_per_litre,high,22.7,cents_per_litre,
1988,FY,Australia (National),AUS,price,price_farmgate_market,Farmgate price - market milk,37.9,cents_per_litre,high,37.9,cents_per_litre,
1988,FY,Australia (National),AUS,production,prod_butter,Butter production,101352.0,tonnes,high,101.352,tonnes,
1988,FY,Australia (National),AUS,production,prod_cheese,Cheese production,190800.0,tonnes,high,190.8,tonnes,
1988,FY,Australia (National),AUS,production,prod_milk_total,Total milk production,6289.0,megalitres,high,6289.0,megalitres,
1988,CY,New South Wales,NSW,herd,herd_dairy_cattle,Dairy cattle numbers,419200.0,head,high,419200.0,head,
1988,FY,New South Wales,NSW,herd,herd_dairy_cows,Dairy cow numbers,258165.00000000003,head,high,258.165,'000,
1988,CY,New South Wales,NSW,herd,herd_total_cattle,Total cattle numbers,4961800.0,head,high,4961800.0,head,
1988,FY,New South Wales,NSW,production,prod_milk_total,Total milk production,919.0,megalitres,high,919.0,ML,
1988,CY,Northern Territory,NT,herd,herd_dairy_cattle,Dairy cattle numbers,1900.0,head,high,1900.0,head,
1988,CY,Northern Territory,NT,herd,herd_total_cattle,Total cattle numbers,1384900.0,head,high,1384900.0,head,
1988,CY,Queensland,QLD,herd,herd_dairy_cattle,Dairy cattle numbers,321500.0,head,high,321500.0,head,
1988,FY,Queensland,QLD,herd,herd_dairy_cows,Dairy cow numbers,209840.0,head,high,209.84,'000,
1988,CY,Queensland,QLD,herd,herd_total_cattle,Total cattle numbers,8825200.0,head,high,8825200.0,head,
1988,FY,Queensland,QLD,production,prod_milk_total,Total milk production,627.0,megalitres,high,627.0,ML,
1988,CY,South Australia,SA,herd,herd_dairy_cattle,Dairy cattle numbers,153000.0,head,high,153000.0,head,
1988,FY,South Australia,SA,herd,herd_dairy_cows,Dairy cow numbers,93524.0,head,high,93.524,'000,
1988,CY,South Australia,SA,herd,herd_total_cattle,Total cattle numbers,947200.0,head,high,947200.0,head,
1988,FY,South Australia,SA,production,prod_milk_total,Total milk production,371.0,megalitres,high,371.0,ML,
1988,CY,Tasmania,TAS,herd,herd_dairy_cattle,Dairy cattle numbers,134500.0,head,high,134500.0,head,
1988,FY,Tasmania,TAS,herd,herd_dairy_cows,Dairy cow numbers,92068.0,head,high,92.068,'000,
1988,CY,Tasmania,TAS,herd,herd_total_cattle,Total cattle numbers,542200.0,head,high,542200.0,head,
1988,FY,Tasmania,TAS,production,prod_milk_total,Total milk production,334.0,megalitres,high,334.0,ML,
1988,CY,Victoria,VIC,herd,herd_dairy_cattle,Dairy cattle numbers,1435600.0,head,high,1435600.0,head,
1988,FY,Victoria,VIC,herd,herd_dairy_cows,Dairy cow numbers,990382.0,head,high,990.382,'000,
1988,CY,Victoria,VIC,herd,herd_total_cattle,Total cattle numbers,3473500.0,head,high,3473500.0,head,
1988,FY,Victoria,VIC,production,prod_milk_total,Total milk production,3793.0,megalitres,high,3793.0,ML,
1988,CY,Western Australia,WA,herd,herd_dairy_cattle,Dairy cattle numbers,114900.0,head,high,114900.0,head,
1988,FY,Western Australia,WA,herd,herd_dairy_cows,Dairy cow numbers,63983.0,head,high,63.983,'000,
1988,CY,Western Australia,WA,herd,herd_total_cattle,Total cattle numbers,1705200.0,head,high,1705200.0,head,
1988,FY,Western Australia,WA,production,prod_milk_total,Total milk production,245.0,megalitres,high,245.0,ML,
1989,CY,Australian Capital Territory,ACT,herd,herd_dairy_cattle,Dairy cattle numbers,200.0,head,high,200.0,head,
1989,CY,Australian Capital Territory,ACT,herd,herd_total_cattle,Total cattle numbers,10600.0,head,high,10600.0,head,
1989,CY,Australia (National),AUS,herd,herd_dairy_cattle,Dairy cattle numbers,2546100.0,head,high,2546100.0,head,
1989,FY,Australia (National),AUS,herd,herd_dairy_cows,Dairy cow numbers,1697977.0,head,high,1697.977,head,
1989,CY,Australia (National),AUS,herd,herd_total_cattle,Total cattle numbers,22434300.0,head,high,22434300.0,head,
1989,FY,Australia (National),AUS,herd,herd_yield_per_cow,Yield per cow,3687.944,litres,high,3687.944,litres,
1989,FY,Australia (National),AUS,price,price_export_butter,Export butter price,242.0462,cents_per_kg,high,2420.462,cents_per_kg,
1989,FY,Australia (National),AUS,price,price_export_cheese,Export cheese price,346.2092,cents_per_kg,high,3462.092,cents_per_kg,
1989,FY,Australia (National),AUS,price,price_farmgate_avg,Average farmgate price,28.6,cents_per_litre,high,28.6,cents_per_litre,
1989,FY,Australia (National),AUS,price,price_farmgate_manufacturing,Farmgate price - manufacturing milk,18.341,cents_per_litre,high,18.341,cents_per_litre,
1989,FY,Australia (National),AUS,price,price_farmgate_market,Farmgate price - market milk,39.7,cents_per_litre,high,39.7,cents_per_litre,
1989,FY,Australia (National),AUS,production,prod_butter,Butter production,104192.0,tonnes,high,104.192,tonnes,
1989,FY,Australia (National),AUS,production,prod_cheese,Cheese production,175087.0,tonnes,high,175.087,tonnes,
1989,FY,Australia (National),AUS,production,prod_milk_total,Total milk production,6262.043,megalitres,high,6262.043,megalitres,
1989,CY,New South Wales,NSW,herd,herd_dairy_cattle,Dairy cattle numbers,404600.0,head,high,404600.0,head,
1989,FY,New South Wales,NSW,herd,herd_dairy_cows,Dairy cow numbers,245085.0,head,high,245.085,'000,
1989,CY,New South Wales,NSW,herd,herd_total_cattle,Total cattle numbers,5328600.0,head,high,5328600.0,head,
1989,FY,New South Wales,NSW,production,prod_milk_total,Total milk production,879.107,megalitres,high,879.107,ML,
1989,CY,Northern Territory,NT,herd,herd_dairy_cattle,Dairy cattle numbers,1500.0,head,high,1500.0,head,
1989,CY,Northern Territory,NT,herd,herd_total_cattle,Total cattle numbers,1388000.0,head,high,1388000.0,head,
1989,CY,Queensland,QLD,herd,herd_dairy_cattle,Dairy cattle numbers,311800.0,head,high,311800.0,head,
1989,FY,Queensland,QLD,herd,herd_dairy_cows,Dairy cow numbers,208203.0,head,high,208.203,'000,
1989,CY,Queensland,QLD,herd,herd_total_cattle,Total cattle numbers,8993800.0,head,high,8993800.0,head,
1989,FY,Queensland,QLD,production,prod_milk_total,Total milk production,629.213,megalitres,high,629.213,ML,
1989,CY,South Australia,SA,herd,herd_dairy_cattle,Dairy cattle numbers,144400.0,head,high,144400.0,head,
1989,FY,South Australia,SA,herd,herd_dairy_cows,Dairy cow numbers,90423.0,head,high,90.423,'000,
1989,CY,South Australia,SA,herd,herd_total_cattle,Total cattle numbers,942500.0,head,high,942500.0,head,
1989,FY,South Australia,SA,production,prod_milk_total,Total milk production,355.979,megalitres,high,355.979,ML,
1989,CY,Tasmania,TAS,herd,herd_dairy_cattle,Dairy cattle numbers,134800.0,head,high,134800.0,head,
1989,FY,Tasmania,TAS,herd,herd_dairy_cows,Dairy cow numbers,93205.0,head,high,93.205,'000,
1989,CY,Tasmania,TAS,herd,herd_total_cattle,Total cattle numbers,560400.0,head,high,560400.0,head,
1989,FY,Tasmania,TAS,production,prod_milk_total,Total milk production,343.48,megalitres,high,343.48,ML,
1989,CY,Victoria,VIC,herd,herd_dairy_cattle,Dairy cattle numbers,1437900.0,head,high,1437900.0,head,
1989,FY,Victoria,VIC,herd,herd_dairy_cows,Dairy cow numbers,994873.0,head,high,994.873,'000,
1989,CY,Victoria,VIC,herd,herd_total_cattle,Total cattle numbers,3508600.0,head,high,3508600.0,head,
1989,FY,Victoria,VIC,production,prod_milk_total,Total milk production,3787.443,megalitres,high,3787.443,ML,
1989,CY,Western Australia,WA,herd,herd_dairy_cattle,Dairy cattle numbers,111000.0,head,high,111000.0,head,
1989,FY,Western Australia,WA,herd,herd_dairy_cows,Dairy cow numbers,64669.0,head,high,64.669,'000,
1989,CY,Western Australia,WA,herd,herd_total_cattle,Total cattle numbers,1701700.0,head,high,1701700.0,head,
1989,FY,Western Australia,WA,production,prod_milk_total,Total milk production,266.823,megalitres,high,266.823,ML,
1990,CY,Australian Capital Territory,ACT,herd,herd_dairy_cattle,Dairy cattle numbers,200.0,head,high,200.0,head,
1990,CY,Australian Capital Territory,ACT,herd,herd_total_cattle,Total cattle numbers,12100.0,head,high,12100.0,head,
1990,FY,Australia (National),AUS,consumption,cons_butter_percap,Per capita butter consumption,2.585,kg,high,2.585,kg,
1990,FY,Australia (National),AUS,consumption,cons_cheese_percap,Per capita cheese consumption,8.664,kg,high,8.664,kg,
1990,FY,Australia (National),AUS,consumption,cons_milk_percap,Per capita milk consumption,100.405,litres,high,100.405,litres,
1990,FY,Australia (National),AUS,consumption,cons_milk_total,Total domestic milk consumption,1736.0,megalitres,high,1736.0,ML,
1990,CY,Australia (National),AUS,herd,herd_dairy_cattle,Dairy cattle numbers,2460800.0,head,high,2460800.0,head,
1990,FY,Australia (National),AUS,herd,herd_dairy_cows,Dairy cow numbers,1682000.0,head,high,1682.0,head,
1990,CY,Australia (National),AUS,herd,herd_total_cattle,Total cattle numbers,23190600.0,head,high,23190600.0,head,
1990,FY,Australia (National),AUS,herd,herd_yield_per_cow,Yield per cow,3806.509,litres,high,3806.509,litres,
1990,FY,Australia (National),AUS,price,price_export_butter,Export butter price,196.7867,cents_per_kg,high,1967.867,cents_per_kg,
1990,FY,Australia (National),AUS,price,price_export_cheese,Export cheese price,320.4175,cents_per_kg,high,3204.175,cents_per_kg,
1990,FY,Australia (National),AUS,price,price_farmgate_avg,Average farmgate price,23.49,cents_per_litre,high,23.49,cents_per_litre,
1990,FY,Australia (National),AUS,price,price_farmgate_manufacturing,Farmgate price - manufacturing milk,18.9,cents_per_litre,high,18.9,cents_per_litre,
1990,FY,Australia (National),AUS,price,price_farmgate_market,Farmgate price - market milk,40.9,cents_per_litre,high,40.9,cents_per_litre,
1990,FY,Australia (National),AUS,production,prod_butter,Butter production,105952.0,tonnes,high,105.952,tonnes,
1990,FY,Australia (National),AUS,production,prod_cheese,Cheese production,178563.0,tonnes,high,178.563,tonnes,
1990,FY,Australia (National),AUS,production,prod_milk_powder,Milk powder production,58105.0,tonnes,high,58.105,kt,
1990,FY,Australia (National),AUS,production,prod_milk_total,Total milk production,6402.549,megalitres,high,6402.549,megalitres,
1990,CY,New South Wales,NSW,herd,herd_dairy_cattle,Dairy cattle numbers,364000.0,head,high,364000.0,head,
1990,FY,New South Wales,NSW,herd,herd_dairy_cows,Dairy cow numbers,230431.0,head,high,230.431,'000,
1990,CY,New South Wales,NSW,herd,herd_total_cattle,Total cattle numbers,5505700.0,head,high,5505700.0,head,
1990,FY,New South Wales,NSW,production,prod_milk_total,Total milk production,857.545,megalitres,high,857.545,ML,
1990,CY,Northern Territory,NT,herd,herd_dairy_cattle,Dairy cattle numbers,1600.0,head,high,1600.0,head,
1990,CY,Northern Territory,NT,herd,herd_total_cattle,Total cattle numbers,1327100.0,head,high,1327100.0,head,
1990,CY,Queensland,QLD,herd,herd_dairy_cattle,Dairy cattle numbers,294000.0,head,high,294000.0,head,
1990,FY,Queensland,QLD,herd,herd_dairy_cows,Dairy cow numbers,198505.0,head,high,198.505,'000,
1990,CY,Queensland,QLD,herd,herd_total_cattle,Total cattle numbers,9488900.0,head,high,9488900.0,head,
1990,FY,Queensland,QLD,production,prod_milk_total,Total milk production,625.887,megalitres,high,625.887,ML,
1990,CY,South Australia,SA,herd,herd_dairy_cattle,Dairy cattle numbers,136000.0,head,high,136000.0,head,
1990,FY,South Australia,SA,herd,herd_dairy_cows,Dairy cow numbers,88958.0,head,high,88.958,'000,
1990,CY,South Australia,SA,herd,herd_total_cattle,Total cattle numbers,969100.0,head,high,969100.0,head,
1990,FY,South Australia,SA,production,prod_milk_total,Total milk production,366.016,megalitres,high,366.016,ML,
1990,CY,Tasmania,TAS,herd,herd_dairy_cattle,Dairy cattle numbers,134000.0,head,high,134000.0,head,
1990,FY,Tasmania,TAS,herd,herd_dairy_cows,Dairy cow numbers,97246.0,head,high,97.246,'000,
1990,CY,Tasmania,TAS,herd,herd_total_cattle,Total cattle numbers,569000.0,head,high,569000.0,head,
1990,FY,Tasmania,TAS,production,prod_milk_total,Total milk production,363.254,megalitres,high,363.254,ML,
1990,CY,Victoria,VIC,herd,herd_dairy_cattle,Dairy cattle numbers,1422000.0,head,high,1422000.0,head,
1990,FY,Victoria,VIC,herd,herd_dairy_cows,Dairy cow numbers,999923.0,head,high,999.923,'000,
1990,CY,Victoria,VIC,herd,herd_total_cattle,Total cattle numbers,3645700.0,head,high,3645700.0,head,
1990,FY,Victoria,VIC,production,prod_milk_total,Total milk production,3907.903,megalitres,high,3907.903,ML,
1990,CY,Western Australia,WA,herd,herd_dairy_cattle,Dairy cattle numbers,109000.0,head,high,109000.0,head,
1990,FY,Western Australia,WA,herd,herd_dairy_cows,Dairy cow numbers,66044.0,head,high,66.044,'000,
1990,CY,Western Australia,WA,herd,herd_total_cattle,Total cattle numbers,1673000.0,head,high,1673000.0,head,
1990,FY,Western Australia,WA,production,prod_milk_total,Total milk production,281.945,megalitres,high,281.945,ML,
1991,CY,Australian Capital Territory,ACT,herd,herd_dairy_cattle,Dairy cattle numbers,200.0,head,high,200.0,head,
1991,CY,Australian Capital Territory,ACT,herd,herd_total_cattle,Total cattle numbers,11200.0,head,high,11200.0,head,
1991,FY,Australia (National),AUS,consumption,cons_butter_percap,Per capita butter consumption,2.613,kg,high,2.613,kg,
1991,FY,Australia (National),AUS,consumption,cons_cheese_percap,Per capita cheese consumption,8.9,kg,high,8.9,kg,
1991,FY,Australia (National),AUS,consumption,cons_milk_percap,Per capita milk consumption,101.3,litres,high,101.3,litres,
1991,FY,Australia (National),AUS,consumption,cons_milk_total,Total domestic milk consumption,1762.647,megalitres,high,1762.647,ML,
1991,CY,Australia (National),AUS,herd,herd_dairy_cattle,Dairy cattle numbers,2430400.0,head,high,2430400.0,head,
1991,FY,Australia (National),AUS,herd,herd_dairy_cows,Dairy cow numbers,1699000.0,head,high,1699.0,head,
1991,CY,Australia (National),AUS,herd,herd_total_cattle,Total cattle numbers,23662300.0,head,high,23662300.0,head,
1991,FY,Australia (National),AUS,herd,herd_yield_per_cow,Yield per cow,3962.56,litres,high,3962.56,litres,
1991,FY,Australia (National),AUS,price,price_export_butter,Export butter price,217.70459999999997,cents_per_kg,high,2177.046,cents_per_kg,
1991,FY,Australia (National),AUS,price,price_export_cheese,Export cheese price,331.76570000000004,cents_per_kg,high,3317.657,cents_per_kg,
1991,FY,Australia (National),AUS,price,price_farmgate_avg,Average farmgate price,24.484,cents_per_litre,high,24.484,cents_per_litre,
1991,FY,Australia (National),AUS,price,price_farmgate_manufacturing,Farmgate price - manufacturing milk,19.7,cents_per_litre,high,19.7,cents_per_litre,
1991,FY,Australia (National),AUS,price,price_farmgate_market,Farmgate price - market milk,43.2,cents_per_litre,high,43.2,cents_per_litre,
1991,FY,Australia (National),AUS,production,prod_butter,Butter production,114450.0,tonnes,high,114.45,tonnes,
1991,FY,Australia (National),AUS,production,prod_cheese,Cheese production,198135.0,tonnes,high,198.135,tonnes,
1991,FY,Australia (National),AUS,production,prod_milk_powder,Milk powder production,67489.0,tonnes,high,67.489,kt,
1991,FY,Australia (National),AUS,production,prod_milk_total,Total milk production,6732.39,megalitres,high,6732.39,megalitres,
1991,CY,New South Wales,NSW,herd,herd_dairy_cattle,Dairy cattle numbers,343200.0,head,high,343200.0,head,
1991,FY,New South Wales,NSW,herd,herd_dairy_cows,Dairy cow numbers,222028.0,head,high,222.028,'000,
1991,CY,New South Wales,NSW,herd,herd_total_cattle,Total cattle numbers,5653400.0,head,high,5653400.0,head,
1991,FY,New South Wales,NSW,production,prod_milk_total,Total milk production,893.953,megalitres,high,893.953,ML,
1991,CY,Northern Territory,NT,herd,herd_dairy_cattle,Dairy cattle numbers,1100.0,head,high,1100.0,head,
1991,CY,Northern Territory,NT,herd,herd_total_cattle,Total cattle numbers,1352600.0,head,high,1352600.0,head,
1991,CY,Queensland,QLD,herd,herd_dairy_cattle,Dairy cattle numbers,280400.0,head,high,280400.0,head,
1991,FY,Queensland,QLD,herd,herd_dairy_cows,Dairy cow numbers,187791.0,head,high,187.791,'000,
1991,CY,Queensland,QLD,herd,herd_total_cattle,Total cattle numbers,9855500.0,head,high,9855500.0,head,
1991,FY,Queensland,QLD,production,prod_milk_total,Total milk production,634.88,megalitres,high,634.88,ML,
1991,CY,South Australia,SA,herd,herd_dairy_cattle,Dairy cattle numbers,133400.0,head,high,133400.0,head,
1991,FY,South Australia,SA,herd,herd_dairy_cows,Dairy cow numbers,90016.0,head,high,90.016,'000,
1991,CY,South Australia,SA,herd,herd_total_cattle,Total cattle numbers,990100.0,head,high,990100.0,head,
1991,FY,South Australia,SA,production,prod_milk_total,Total milk production,410.982,megalitres,high,410.982,ML,
1991,CY,Tasmania,TAS,herd,herd_dairy_cattle,Dairy cattle numbers,139900.0,head,high,139900.0,head,
1991,FY,Tasmania,TAS,herd,herd_dairy_cows,Dairy cow numbers,103042.0,head,high,103.042,'000,
1991,CY,Tasmania,TAS,herd,herd_total_cattle,Total cattle numbers,584300.0,head,high,584300.0,head,
1991,FY,Tasmania,TAS,production,prod_milk_total,Total milk production,371.852,megalitres,high,371.852,ML,
1991,CY,Victoria,VIC,herd,herd_dairy_cattle,Dairy cattle numbers,1423400.0,head,high,1423400.0,head,
1991,FY,Victoria,VIC,herd,herd_dairy_cows,Dairy cow numbers,1026272.9999999999,head,high,1026.273,'000,
1991,CY,Victoria,VIC,herd,herd_total_cattle,Total cattle numbers,3631400.0,head,high,3631400.0,head,
1991,FY,Victoria,VIC,production,prod_milk_total,Total milk production,4118.545,megalitres,high,4118.545,ML,
1991,CY,Western Australia,WA,herd,herd_dairy_cattle,Dairy cattle numbers,108800.0,head,high,108800.0,head,
1991,FY,Western Australia,WA,herd,herd_dairy_cows,Dairy cow numbers,68212.0,head,high,68.212,'000,
1991,CY,Western Australia,WA,herd,herd_total_cattle,Total cattle numbers,1583800.0,head,high,1583800.0,head,
1991,FY,Western Australia,WA,production,prod_milk_total,Total milk production,302.177,megalitres,high,302.177,ML,
1992,CY,Australian Capital Territory,ACT,herd,herd_dairy_cattle,Dairy cattle numbers,200.0,head,high,200.0,head,
1992,CY,Australian Capital Territory,ACT,herd,herd_total_cattle,Total cattle numbers,10800.0,head,high,10800.0,head,
1992,FY,Australia (National),AUS,consumption,cons_butter_percap,Per capita butter consumption,2.581,kg,high,2.581,kg,
1992,FY,Australia (National),AUS,consumption,cons_cheese_percap,Per capita cheese consumption,9.1,kg,high,9.1,kg,
1992,FY,Australia (National),AUS,consumption,cons_milk_percap,Per capita milk consumption,101.1,litres,high,101.1,litres,
1992,FY,Australia (National),AUS,consumption,cons_milk_total,Total domestic milk consumption,1777.519,megalitres,high,1777.519,ML,
1992,CY,Australia (National),AUS,herd,herd_dairy_cattle,Dairy cattle numbers,2432500.0,head,high,2432500.0,head,
1992,FY,Australia (National),AUS,herd,herd_dairy_cows,Dairy cow numbers,1716000.0,head,high,1716.0,head,
1992,CY,Australia (National),AUS,herd,herd_total_cattle,Total cattle numbers,23880000.0,head,high,23880000.0,head,
1992,FY,Australia (National),AUS,herd,herd_yield_per_cow,Yield per cow,4268.429,litres,high,4268.429,litres,
1992,FY,Australia (National),AUS,price,price_export_butter,Export butter price,224.0514,cents_per_kg,high,2240.514,cents_per_kg,
1992,FY,Australia (National),AUS,price,price_export_cheese,Export cheese price,369.4799,cents_per_kg,high,3694.799,cents_per_kg,
1992,FY,Australia (National),AUS,price,price_farmgate_avg,Average farmgate price,29.037,cents_per_litre,high,29.037,cents_per_litre,
1992,FY,Australia (National),AUS,price,price_farmgate_manufacturing,Farmgate price - manufacturing milk,24.4,cents_per_litre,high,24.4,cents_per_litre,
1992,FY,Australia (National),AUS,price,price_farmgate_market,Farmgate price - market milk,43.51,cents_per_litre,high,43.51,cents_per_litre,
1992,FY,Australia (National),AUS,production,prod_butter,Butter production,132632.0,tonnes,high,132.632,tonnes,
1992,FY,Australia (National),AUS,production,prod_cheese,Cheese production,210624.0,tonnes,high,210.624,tonnes,
1992,FY,Australia (National),AUS,production,prod_milk_powder,Milk powder production,79756.0,tonnes,high,79.756,kt,
1992,FY,Australia (National),AUS,production,prod_milk_total,Total milk production,7324.624,megalitres,high,7324.624,megalitres,
1992,CY,New South Wales,NSW,herd,herd_dairy_cattle,Dairy cattle numbers,337800.0,head,high,337800.0,head,
1992,FY,New South Wales,NSW,herd,herd_dairy_cows,Dairy cow numbers,222253.0,head,high,222.253,'000,
1992,CY,New South Wales,NSW,herd,herd_total_cattle,Total cattle numbers,5697200.0,head,high,5697200.0,head,
1992,FY,New South Wales,NSW,production,prod_milk_total,Total milk production,997.078,megalitres,high,997.078,ML,
1992,CY,Northern Territory,NT,herd,herd_dairy_cattle,Dairy cattle numbers,1700.0,head,high,1700.0,head,
1992,CY,Northern Territory,NT,herd,herd_total_cattle,Total cattle numbers,1334300.0,head,high,1334300.0,head,
1992,CY,Queensland,QLD,herd,herd_dairy_cattle,Dairy cattle numbers,274800.0,head,high,274800.0,head,
1992,FY,Queensland,QLD,herd,herd_dairy_cows,Dairy cow numbers,188608.0,head,high,188.608,'000,
1992,CY,Queensland,QLD,herd,herd_total_cattle,Total cattle numbers,10005300.0,head,high,10005300.0,head,
1992,FY,Queensland,QLD,production,prod_milk_total,Total milk production,702.178,megalitres,high,702.178,ML,
1992,CY,South Australia,SA,herd,herd_dairy_cattle,Dairy cattle numbers,137100.0,head,high,137100.0,head,
1992,FY,South Australia,SA,herd,herd_dairy_cows,Dairy cow numbers,92726.0,head,high,92.726,'000,
1992,CY,South Australia,SA,herd,herd_total_cattle,Total cattle numbers,1016500.0,head,high,1016500.0,head,
1992,FY,South Australia,SA,production,prod_milk_total,Total milk production,435.58,megalitres,high,435.58,ML,
1992,CY,Tasmania,TAS,herd,herd_dairy_cattle,Dairy cattle numbers,146000.0,head,high,146000.0,head,
1992,FY,Tasmania,TAS,herd,herd_dairy_cows,Dairy cow numbers,106845.0,head,high,106.845,'000,
1992,CY,Tasmania,TAS,herd,herd_total_cattle,Total cattle numbers,592700.0,head,high,592700.0,head,
1992,FY,Tasmania,TAS,production,prod_milk_total,Total milk production,412.862,megalitres,high,412.862,ML,
1992,CY,Victoria,VIC,herd,herd_dairy_cattle,Dairy cattle numbers,1421900.0,head,high,1421900.0,head,
1992,FY,Victoria,VIC,herd,herd_dairy_cows,Dairy cow numbers,1033474.9999999999,head,high,1033.475,'000,
1992,CY,Victoria,VIC,herd,herd_total_cattle,Total cattle numbers,3574200.0,head,high,3574200.0,head,
1992,FY,Victoria,VIC,production,prod_milk_total,Total milk production,4456.308,megalitres,high,4456.308,ML,
1992,CY,Western Australia,WA,herd,herd_dairy_cattle,Dairy cattle numbers,112800.0,head,high,112800.0,head,
1992,FY,Western Australia,WA,herd,herd_dairy_cows,Dairy cow numbers,70300.0,head,high,70.3,'000,
1992,CY,Western Australia,WA,herd,herd_total_cattle,Total cattle numbers,1649100.0,head,high,1649100.0,head,
1992,FY,Western Australia,WA,production,prod_milk_total,Total milk production,320.618,megalitres,high,320.618,ML,
1993,CY,Australian Capital Territory,ACT,herd,herd_dairy_cattle,Dairy cattle numbers,200.0,head,high,200.0,head,
